GeneID,GSM7461691,GSM7461692,GSM7461693,GSM7461694,GSM7461695,GSM7461696,GSM7461697,GSM7461698,GSM7461699,GSM7461700,GSM7461702,GSM7461703,GSM7461705,GSM7461706,GSM7461707,GSM7461708,GSM7461709,GSM7461710,GSM7461711,GSM7461712,GSM7461713,GSM7461714,GSM7461715,GSM7461717,GSM7461718,GSM7461720,GSM7461721,GSM7461722,GSM7461723,GSM7461724,GSM7461726,GSM7461727,GSM7461728,GSM7461729,GSM7461730,GSM7461731,GSM7461732,GSM7461733,GSM7461734,GSM7461735,GSM7461736,GSM7461737,GSM7461738,GSM7461739,GSM7461740,GSM7461741,GSM7461743,GSM7461744,GSM7461745,GSM7461746,GSM7461747,GSM7461748,GSM7461749,GSM7461750,GSM7461751,GSM7461752,GSM7461753,GSM7461754,GSM7461755,GSM7461756,GSM7461759,GSM7461760,GSM7461761,GSM7461762,GSM7461764,GSM7461765,GSM7461766,GSM7461767,GSM7461768,GSM7461769,GSM7461770,GSM7461771,GSM7461772,GSM7461774,GSM7461775,GSM7461776,GSM7461777,GSM7461778,GSM7461779,GSM7461780,GSM7461781,GSM7461782,GSM7461783,GSM7461784,GSM7461785,GSM7461786,GSM7461787,GSM7461789,GSM7461790,GSM7461791,GSM7461792,GSM7461793,GSM7461794,GSM7461795,GSM7461796,GSM7461797,GSM7461798,GSM7461799,GSM7461800,GSM7461801,GSM7461802,GSM7461803,GSM7461804,GSM7461805,GSM7461806,GSM7461807,GSM7461808,GSM7461809,GSM7461811,GSM7461812,GSM7461813,GSM7461814,GSM7461815,GSM7461816,GSM7461817,GSM7461818,GSM7461819,GSM7461820,GSM7461821,GSM7461822,GSM7461823,GSM7461824,GSM7461825,GSM7461826,GSM7461827,GSM7461828,GSM7461829,GSM7461830,GSM7461831,GSM7461832,GSM7461833,GSM7461834,als_mean,control_mean,score,Symbol,importance
28724,7.676,2.865,8.552,0.0,1.342,0.0,4.215,0.0,1.171,1.236,0.0,17.66,5.745,0.0,2.383,9.392,0.0,4.087,0.0,4.815,0.0,7.795,23.12,9.302,20.18,3.245,14.37,18.24,2.257,0.0,9.618,1.474,23.34,0.0,0.0,0.0,6.315,5.103,0.0,0.0,0.0,0.0,3.709,5.185,6.466,1.979,2.808,1.723,5.246,3.055,8.406,4.286,1.497,1.506,16.79,0.0,0.0,6.475,1.168,0.0,3.093,1.945,3.189,9.939,4.288,4.506,1.75,2.554,2.863,0.0,0.0,0.0,11.87,6.652,0.0,6.459,0.0,6.77,0.0,0.0,0.0,2.121,7.289,1.963,0.0,1.101,1.464,9.415,3.289,1.665,4.558,10.5,1.978,3.609,0.0,0.0,2.406,2.908,2.903,9.63,10.18,4.85,14.05,1.275,17.9,1.233,3.522,0.0,3.682,6.754,0.0,17.83,3.923,1.146,3.561,4.778,9.795,3.885,12.16,6.087,2.659,1.989,23.71,0.0,0.0,36.09,34.47,1.725,1.286,2.259,30.91,1.18,4.173197916666668,7.798222222222224,-0.7661556534097121,TRAJ31,0.7661556534097121
28804,2.559,1.433,1.14,0.4336,0.4473,1.623,0.4684,6.599,1.756,0.2059,3.265,1.962,1.436,2.334,207.3,1.913,0.6415,0.6811,0.7762,2.14,1.525,0.9744,3.245,0.7047,0.0,0.3606,3.381,0.9599,0.0,1.796,2.885,5.159,0.0,0.3334,0.3589,0.5967,1.579,4.04,2.671,2.945,0.0,1.585,0.0,2.016,0.8083,1.32,1.248,0.8617,0.8744,1.018,0.1401,3.572,0.0,0.0,0.9329,2.73,0.3999,2.621,2.336,0.9057,0.0,0.0,1.772,2.761,0.4765,1.314,1.75,3.83,0.9544,0.6165,0.965,1.065,3.561,2.217,0.5695,1.722,1.659,0.7522,0.7228,0.3495,1.043,1.414,0.0,0.109,1.23,0.0,4.148,3.138,1.096,1.388,0.7597,3.061,6.262,1.504,2.53,4.019,0.802,1.817,3.629,2.608,1.131,3.368,1.874,0.2124,2.17,1.438,1.468,4.365,0.3068,0.5628,0.6961,1.189,2.354,1.146,5.341,0.9954,1.905,0.2158,0.0,2.029,1.329,0.6631,2.481,0.2879,1.785,0.8593,3.009,0.8623,3.857,1.757,1.212,3.736,3.695382291666665,1.7628305555555555,0.7650955405849075,IGLV3-9,0.7650955405849075
28827,5.757,4.298,7.697,0.0,0.0,3.651,0.0,3.046,5.268,5.56,4.197,0.883,4.309,11.46,3.574,0.0,2.887,3.065,3.493,2.407,0.0,0.0,12.78,0.0,0.0,0.0,10.14,1.44,0.0,16.17,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,4.417,9.668,9.511,1.854,2.592,7.275,0.0,4.212,0.0,0.0,13.75,1.261,8.572,2.246,0.0,0.0,7.02,0.0,0.0,7.008,4.076,0.0,1.459,6.378,0.0,2.144,6.76,2.626,0.0,4.295,0.0,0.0,3.194,0.0,12.47,0.0,9.688,0.0,0.0,5.06,0.0,3.129,0.0,0.0,2.944,6.643,0.0,4.392,5.296,0.0,8.742,2.279,1.968,2.966,0.0,0.0,0.0,7.218,2.181,32.66,3.611,0.0,1.212,1.405,1.912,12.2,0.0,0.0,93.53,5.523,5.065,4.177,0.0,0.0,0.0,5.341,0.0,4.898,0.0,0.0,0.0,3.988,0.0,0.0,0.0,0.0,0.0,0.0,7.761,1.928,6.778,2.727,5.31,3.03340625,5.8173611111111105,-0.7572146804592178,IGLJ7,0.7572146804592178
106632260,6.967,12.48,4.347,4.25,5.847,7.069,2.551,13.27,15.73,41.27,33.78,57.28,136.6,9.708,91.69,46.6,29.34,53.41,105.7,349.0,87.05,147.2,149.3,328.8,796.6,326.7,246.4,208.8,709.7,132.2,618.8,690.9,227.9,246.9,331.5,91.64,224.3,141.3,157.1,91.94,361.5,221.0,220.4,251.6,358.6,184.7,1064.0,193.3,200.6,326.1,208.8,191.4,241.4,211.0,34.55,167.4,278.8,316.0,300.2,103.6,239.2,56.15,299.9,280.3,72.13,486.3,606.3,1224.0,487.0,96.69,208.8,194.0,466.7,149.7,114.5,586.7,55.53,119.6,188.1,288.5,146.9,455.9,68.8,218.3,149.8,293.4,11.16,442.2,188.7,70.43,95.99,205.8,179.5,380.0,715.6,102.4,546.8,508.0,128.1,891.5,113.9,87.75,417.5,456.3,573.0,134.3,78.65,46.18,161.1,432.8,129.4,415.7,224.4,144.0,190.5,349.5,232.9,161.7,197.0,1181.0,535.7,429.0,170.1,26.34,1236.0,409.3,801.4,624.6,179.2,133.7,677.3,842.2,232.93592708333333,385.18944444444446,-0.7231952893447116,RNA5-8SN1,0.7231952893447116
3505,6.077,2.199,7.386,2.184,2.897,3.62,1.281,4.53,9.943,2.668,4.699,1.638,2.619,26.88,243.4,8.111,0.4617,5.0,4.692,2.079,3.337,1.215,3.445,2.799,3.099,1.609,5.394,3.316,0.5415,2.126,0.09229,8.911,0.3359,1.728,0.9816,0.9448,1.515,11.08,1.846,4.521,2.783,2.129,0.5932,1.824,2.715,2.944,3.997,11.0,0.6712,3.664,2.259,20.56,2.443,0.3612,0.5371,13.02,1.036,3.462,5.436,11.99,3.562,0.2333,3.162,9.379,1.166,4.378,1.764,2.695,0.7556,0.9761,1.111,2.656,5.467,8.298,2.951,22.19,8.859,0.3248,8.323,5.231,1.601,4.682,0.816,2.982,6.905,1.004,3.02,2.71,0.6313,11.02,2.114,12.28,11.39,1.039,1.769,5.438,0.1732,3.523,6.408,3.176,3.581,12.22,2.922,1.651,3.435,2.839,4.563,276.6,0.08833,5.752,0.5344,2.51,1.242,5.884,2.62,0.745,6.031,2.672,2.469,1.314,2.551,0.3818,5.29,11.77,6.566,15.17,2.205,2.648,13.69,6.576,6.194,3.963,6.8490582291666655,11.943270277777781,-0.7216107107386396,IGHGP,0.7216107107386396
112268313,0.6257,0.5945,0.2535,0.3277,0.6365,0.4329,0.1874,0.7373,1.544,1.886,3.048,5.662,6.088,0.5473,4.767,6.527,3.023,2.665,4.003,10.44,3.065,5.256,5.068,13.1,17.11,9.218,7.553,13.86,21.08,5.68,18.96,19.7,9.062,7.856,9.384,3.794,7.566,6.467,6.604,3.229,11.51,7.893,7.567,8.171,13.54,5.985,18.7,7.535,14.64,13.67,9.867,10.8,10.28,8.636,1.286,5.999,9.139,12.42,11.55,5.718,13.84,1.816,14.38,45.17,4.11,30.74,38.63,40.72,44.05,5.427,6.693,7.984,28.97,6.482,7.175,23.7,5.647,11.97,7.285,17.9,6.028,24.58,3.925,7.378,13.73,13.18,0.5207,20.51,9.409,2.924,3.828,5.931,7.444,19.84,18.48,4.575,19.72,29.48,4.69,25.22,6.108,3.151,13.53,16.06,19.08,4.786,2.897,3.345,5.648,11.26,4.684,18.59,13.44,7.643,10.4,11.37,12.19,6.66,9.234,38.47,45.19,24.88,8.105,1.741,71.03,15.36,27.41,29.9,12.99,5.704,42.55,31.72,10.077973958333336,17.06211111111111,-0.7052724736070639,LOC112268313,0.7052724736070639
28506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.42,9.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.287,0.0,6.861,0.0,4.607,1.335,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.388,0.0,6.532,3.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.677,0.0,0.0,2.146,0.0,0.0,0.5042395833333333,1.4476666666666667,-0.7023727329278544,IGHD1-26,0.7023727329278544
54435,0.03569,0.0,0.04772,0.03629,0.07488,0.0,0.0,0.0,3.299,0.2068,1.347,0.09854,0.0,0.1066,1.994,0.0,0.0,0.05701,2.274,0.0,0.3064,0.05437,0.1358,0.0,0.05632,0.0,0.0,0.02678,0.0,0.568,0.05367,5.14,0.0,0.5023,0.0,0.04995,0.0,0.0356,0.3578,0.0,0.0,0.2653,1.966,0.04822,0.1353,0.05523,0.07834,0.0,0.0,0.0,0.0,0.0,0.04178,0.0,0.0,0.0,0.06695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.871,7.261,0.04884,3.847,0.0,0.0,0.0,0.0,0.1325,0.1392,0.0,4.757,0.101,0.0,3.025,0.0,0.0,3.018,0.0,0.07301,0.0,0.03071,0.08168,0.06567,0.0,0.0,0.3391,0.1464,0.05517,0.1007,0.0605,0.0,0.0,2.941,0.0405,0.0,0.0,0.1128,0.03921,3.912,3.178,0.0,0.0,0.03479,0.0,0.0,0.03885,2.853,3.086,6.235,0.0,0.0,0.1366,0.0,0.0261,0.0,0.0,5.661,0.07691,0.04819,0.0,0.0,12.18,0.0,0.03587,0.02101,3.348,6.386,0.47578249999999983,1.399745277777778,-0.701401164861939,HCG4,0.701401164861939
28749,3.529,7.902,4.718,2.392,6.169,0.0,5.167,0.0,3.229,0.0,0.6431,10.28,2.641,3.512,4.381,6.716,1.769,1.878,4.281,0.0,0.0,0.0,13.43,0.0,0.0,0.0,2.331,3.53,2.075,1.101,5.305,2.71,0.0,1.839,0.9899,0.0,0.9676,15.25,5.894,8.121,0.0,0.0,6.82,9.534,2.972,5.46,3.442,1.584,6.431,5.617,0.7729,0.0,0.0,5.537,0.0,19.36,0.0,34.02,0.0,2.498,5.687,6.26,0.0,3.046,0.0,3.107,8.047,2.348,5.265,0.0,3.549,5.873,6.547,18.35,0.0,0.0,0.0,4.149,15.95,3.855,0.0,0.0,11.17,0.0,3.393,12.15,13.46,1.082,0.0,8.419,0.0,10.86,9.09,14.93,0.0,0.0,4.424,0.0,0.0,1.107,12.47,19.32,20.67,9.375,26.93,0.0,0.0,0.0,1.693,10.87,8.96,4.372,0.0,4.214,7.638,6.589,0.0,4.762,1.72,25.18,22.0,3.658,5.575,12.7,9.845,1.58,12.07,11.89,0.0,15.92,7.523,1.085,4.306098958333333,7.614999999999999,-0.6991992144822854,TRAJ6,0.6991992144822854
100500862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3707,0.0,0.8861,1.305,0.9097,0.0,1.509,3.965,0.6094,0.0,0.0,0.0,0.5796,0.0,0.0,1.339,0.6392,0.0,0.0,3.648,1.43,0.0,0.6091,1.4,0.739,0.0,1.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.024,0.0,0.5928,1.091,17.17,0.9673,2.662,1.81,4.268,1.907,0.0,0.741,0.0,2.636,2.219,2.581,9.795,0.0,7.742,34.62,1.811,16.05,19.96,7.278,14.05,0.0,0.6112,3.371,13.91,2.633,3.246,7.363,2.58,9.289,2.747,7.968,2.642,13.43,0.7694,2.486,6.31,2.44,0.4636,2.982,1.042,0.2636,0.4812,0.0,0.6262,5.714,1.373,0.0,0.3809,13.35,0.4597,0.3812,2.148,0.0,0.2967,0.8073,1.031,0.0,0.0,0.7898,0.0,0.0,0.0,2.259,6.459,2.177,3.758,0.0,4.653,0.8201,1.481,18.31,26.94,6.93,2.27,0.547,22.98,1.088,3.638,11.74,5.292,1.192,24.47,17.93,2.7778968749999997,5.127186111111111,-0.6976413522193267,MIR3648-1,0.6976413522193267
3542,10.13,4.032,1.204,0.0,8.263,1.285,0.7416,1.429,1.648,2.826,2.338,4.35,0.0,43.68,34.37,11.2,0.3385,2.516,7.783,9.6,1.288,3.771,0.8564,0.5951,0.3551,0.5709,3.42,2.026,0.3971,5.267,1.015,4.408,0.8211,0.3519,0.5683,2.835,1.296,8.08,1.128,2.072,0.0,0.5577,0.87,1.824,2.56,8.358,0.6587,2.122,1.538,4.299,1.331,4.775,0.7903,0.2649,0.0,16.47,0.0,0.9764,1.438,9.082,1.088,1.027,4.862,23.31,0.2515,1.189,3.08,1.797,5.541,1.627,1.019,0.7492,6.473,3.218,0.2004,20.0,4.936,0.397,3.306,0.7378,2.569,0.7464,0.8549,0.2302,2.727,1.549,0.7726,2.07,0.0,6.884,8.019,13.39,4.175,0.3175,1.526,1.273,0.2116,4.22,8.173,2.541,1.492,13.79,1.648,2.018,5.153,0.0,15.18,57.7,0.0,15.74,0.9798,3.765,5.107,8.065,6.682,0.8405,9.765,14.81,3.621,2.142,2.806,0.35,5.043,0.6077,3.559,32.05,6.352,2.882,1.583,5.3,3.999,2.283,3.944619791666667,6.957183333333331,-0.6863982474324158,IGLC6,0.6863982474324158
28747,0.0,0.0,0.0,0.0,0.0,0.0,25.36,0.9645,0.0,0.0,0.0,0.5592,0.0,0.0,0.0,1.983,0.0,0.0,4.424,30.49,0.0,0.0,1.156,16.07,1.918,2.055,0.8029,31.01,0.0,0.0,1.827,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.175,0.0,1.536,1.881,7.114,0.0,0.0,0.0,1.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.147,1.358,0.0,9.978,0.0,2.72,0.0,0.0,0.0,5.638,0.0,0.0,0.0,0.0,0.0,1.373,1.992,0.0,0.0,0.0,1.243,0.0,60.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.714,0.0,0.0,0.0,0.6906,0.0,0.0,0.0,0.0,1.335,0.0,0.0,0.0,0.0,0.0,0.0,3.208,0.0,0.0,0.0,0.0,1.128,2.269,0.0,1.23,0.8887,2.891,5.051,0.0,1.047,0.0,18.09,0.0,0.0,3.277,0.0,0.0,0.0,2.242,2.5431833333333334,1.2040916666666666,0.6848618902468481,TRAJ8,0.6848618902468481
3434,0.5553,5.423,7.032,6.508,4.951,1.702,4.472,0.7221,0.7904,3.798,0.8012,2.527,1.178,0.9364,1.293,0.7926,1.299,1.33,10.02,24.05,2.052,3.36,1.599,11.13,1.363,18.45,2.007,1.319,1.007,4.996,2.226,1.351,0.4783,0.3135,0.5712,2.353,0.4695,2.169,5.14,2.414,1.748,0.3058,0.5962,2.417,0.916,0.883,26.96,0.748,0.8433,0.847,4.5,4.823,0.686,1.815,2.902,1.608,0.4339,1.862,24.26,1.212,0.7831,0.2814,19.61,7.309,1.086,4.278,1.414,1.539,0.5178,3.835,5.794,6.392,1.316,5.613,1.016,5.373,23.1,29.6,1.272,0.7836,7.016,0.7928,2.431,1.759,33.14,11.32,3.106,0.8088,0.4759,2.349,0.9892,1.408,1.168,0.7179,4.183,2.995,0.8847,1.455,1.12,0.3773,0.6134,2.339,3.677,1.598,1.334,0.9956,0.9979,5.382,1.665,5.231,0.2518,0.8743,4.616,2.003,2.075,7.603,0.7873,0.8743,1.342,3.816,2.276,1.607,2.805,2.186,0.4304,2.279,1.266,0.6757,0.8214,1.226,16.21,1.721,4.384252083333333,2.3726694444444454,0.6748550298937237,IFIT1,0.6748550298937237
170949,0.0,0.0,0.0,0.1495,0.0,0.0,0.1615,0.0,48.44,0.0,0.0,0.06765,0.0,0.0,0.2738,0.0,0.0,0.2348,0.0,0.0,0.0,0.2239,2.377,0.09718,0.0,0.0,0.1943,0.1103,0.0,0.0,0.0,0.0,0.0,0.6896,0.0,0.0,0.0,0.0,0.0,0.3384,0.3703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3555,0.2236,0.2443,0.0,0.1643,0.2589,0.0,0.0,0.0,0.0,0.0,0.9788,0.1364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4794,0.0,0.2792,1.654,0.08482,0.0,0.0,0.0,0.0,0.0,0.1746,0.1508,0.0,0.0,0.0,0.0,0.4147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6072,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.1364,0.1373,0.0,0.0,0.0,0.0,0.3055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6656651041666666,0.04891944444444444,0.6671944788180132,DEFT1P,0.6671944788180132
91543,0.294,2.853,7.391,3.328,4.75,0.7086,2.174,0.2022,0.305,3.938,0.07503,1.091,0.3962,0.4097,0.7667,0.5756,1.032,0.5635,6.387,15.57,1.879,0.5375,0.5967,8.552,0.5876,22.84,0.6734,0.6913,0.8647,2.771,0.9727,0.2936,0.3218,0.3678,0.6435,1.097,0.3225,0.3714,3.635,0.4963,1.284,0.1943,0.4168,1.245,0.4954,0.546,28.83,0.6338,0.7235,0.1404,1.662,3.437,0.2983,0.5537,0.8577,0.1793,0.5147,1.432,21.39,0.791,0.09479,0.149,21.27,10.36,0.898,3.021,0.7242,1.056,0.1536,1.644,2.632,6.917,0.6911,4.433,0.576,4.81,26.14,16.29,0.3839,0.5783,8.246,0.52,2.122,0.8821,37.31,8.282,1.75,0.4328,0.0,0.8802,0.3725,1.186,0.7272,0.2765,2.027,1.219,0.3318,0.5792,0.6228,0.5164,0.2599,0.7555,3.036,0.9179,0.6482,0.5288,0.3508,6.057,0.9309,3.881,0.32,0.4008,3.474,0.9483,1.0,5.912,0.8255,0.6349,0.5017,1.679,1.1,0.4877,2.745,0.8469,0.2553,0.632,0.5532,0.7003,0.5712,0.6231,22.07,0.7774,3.5000564583333325,1.8465138888888883,0.6607469627739597,RSAD2,0.6607469627739597
28490,3.646,0.0,4.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.355,0.0,10.89,0.0,0.0,0.0,0.0,0.0,4.574,5.216,0.0,0.0,0.0,0.0,0.0,0.0,2.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.272,0.0,0.0,0.0,0.0,0.0,14.78,0.0,0.0,0.0,0.0,4.984,0.0,0.0,4.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.744,0.0,0.0,0.0,18.88,8.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.747,0.0,5.945,0.0,0.0,0.0,0.0,0.0,4.172,0.0,0.0,14.24,0.0,0.0,0.0,5.143,0.0,0.0,0.0,0.0,0.0,0.0,4.834,4.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3897708333333334,0.5138611111111111,0.6586394262208644,IGHD5-18,0.6586394262208644
100423025,0.0,2.041,2.437,0.0,0.9562,3.468,0.0,0.0,0.8342,0.0,0.0,5.033,0.0,0.0,0.0,0.0,0.0,1.456,3.318,14.87,2.608,5.554,0.0,0.6025,0.0,0.0,3.011,0.6839,0.0,0.0,2.741,2.1,0.0,4.276,0.7672,0.0,0.0,14.54,0.0,0.0,0.0,0.0,8.809,2.463,2.304,1.41,4.668,0.0,0.0,2.177,1.198,6.108,1.067,0.0,0.0,8.336,0.0,1.318,1.664,0.0,0.0,0.0,3.787,9.442,3.055,4.014,0.0,5.458,4.08,0.0,2.75,0.0,0.0,0.0,0.8116,0.0,0.0,0.0,0.3433,0.0,0.0,1.511,0.0,1.398,3.155,0.7844,0.0,0.8385,0.0,0.0,0.0,7.479,0.0,0.0,0.0,0.0,1.714,2.59,0.0,0.0,0.0,0.5759,1.335,0.0,1.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.633,0.0,0.8511,0.0,0.0,0.0,0.0,0.0,8.504,0.3928,0.0,0.8478,0.0,0.0,0.0,0.0,2.683,0.6478,2.522,1.6846437500000004,0.7070944444444445,0.653187779268764,MIR3198-1,0.653187779268764
28523,0.0,0.0,0.0,0.0,0.0,10.67,0.0,0.0,0.0,0.0,0.0,5.162,0.0,0.0,0.0,0.0,0.0,0.0,10.21,28.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.898,15.75,0.0,0.0,30.7,8.77,0.0,0.0,0.0,0.0,0.0,12.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.11,7.668,0.0,3.686,0.0,6.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53,9.322,0.0,0.0,0.0,0.0,0.0,0.0,8.109,0.0,0.0,0.0,0.0,0.0,0.0,7.937,39.58,6.339,0.0,0.0,0.0,10.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.29,8.671,7.912,19.02,0.0,0.0,0.0,6.365,0.0,0.0,0.0,10.27,0.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.217,0.0,28.78,0.0,0.0,0.0,0.0,0.0,3.9334374999999997,2.1454444444444443,0.6493293508370873,TRDD3,0.6493293508370873
28883,8.531,6.369,17.38,4.337,12.15,23.57,5.354,16.44,9.666,8.043,8.886,13.65,5.473,32.35,172.9,19.72,2.75,8.759,19.59,16.31,21.21,0.6188,9.275,4.833,6.73,4.122,7.515,6.706,1.792,17.11,4.887,14.98,3.335,1.906,1.71,3.979,5.682,10.74,7.126,10.29,2.047,10.57,4.711,13.99,6.417,5.972,7.579,15.87,8.052,11.64,6.273,24.04,3.329,3.586,2.666,53.5,4.953,4.112,5.192,21.57,16.7,2.162,8.27,20.52,5.447,6.618,13.34,6.487,5.455,8.809,5.516,8.79,16.21,12.15,2.532,14.15,26.01,2.866,6.197,6.658,5.63,3.705,5.401,6.024,12.54,5.069,16.73,7.288,2.611,19.3,10.37,21.87,15.7,5.157,4.131,16.46,4.202,12.47,12.68,8.982,7.002,11.17,15.77,3.036,12.4,5.284,4.194,67.12,4.384,291.7,7.516,6.229,8.47,10.01,7.915,3.414,29.29,4.318,11.29,9.181,9.709,5.054,8.928,6.856,11.34,21.01,12.25,4.244,16.74,9.686,8.661,8.618,11.726216666666668,18.920083333333334,-0.6464200936491823,IGKV2D-28,0.6464200936491823
109864281,7.432,10.4,3.726,5.194,4.385,6.185,3.061,12.9,16.58,34.09,29.72,45.52,126.2,8.783,51.04,45.46,27.25,48.22,107.4,234.8,84.39,142.2,83.06,307.9,393.5,253.3,195.8,207.7,585.2,115.7,386.9,444.7,219.4,231.7,232.2,81.89,219.3,118.6,158.3,90.87,344.0,221.0,221.7,178.8,294.0,189.0,482.2,192.7,199.4,310.5,210.3,162.9,200.6,183.7,33.53,164.8,284.9,313.3,245.9,103.6,233.6,55.09,261.7,262.2,71.61,338.3,524.9,1016.0,258.3,96.01,182.2,183.2,404.6,152.1,117.4,418.8,54.88,113.9,140.1,282.4,150.7,437.4,62.63,113.5,136.9,280.6,9.035,353.4,179.1,72.24,93.78,154.8,182.4,345.3,438.5,98.94,480.0,338.9,119.1,610.1,111.5,76.6,372.1,359.6,421.8,136.0,72.25,47.99,160.4,329.2,129.9,397.1,191.7,143.5,149.1,328.7,222.9,155.1,201.1,569.0,425.7,379.9,162.5,27.59,727.1,398.7,611.9,424.5,183.0,83.39,445.9,697.0,189.52396874999997,296.96722222222223,-0.6451811297704565,RNA5-8SN2,0.6451811297704565
10232,0.0,0.0,0.0,0.03334,0.03439,0.0,0.03601,0.0,0.0,0.0,0.0,3.636,0.2945,0.0979,0.0,0.107,0.09864,0.0,0.0,0.04113,0.0,0.0,0.03119,0.0,0.0,0.1663,0.04332,0.0,0.0,0.0,0.0,3.135,0.0,3.025,0.0,0.09177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2241,0.3915,0.1077,0.0,0.0,0.0,0.0,0.0,0.0615,0.1185,0.1197,0.0,0.1586,0.04986,0.0,0.08491,0.03663,0.0,0.08973,0.06545,0.0,0.0,0.0,0.05457,0.0,0.08524,0.08758,0.06622,0.0,0.0,0.06175,0.05374,0.05346,0.0,0.0,0.03353,0.01892,0.0,0.07504,0.0,2.951,0.04268,0.07789,0.03363,0.05068,0.04625,0.0,2.101,0.0,0.0,0.03721,0.0617,0.0,0.0,0.03602,0.1633,5.838,0.0,0.0,0.09588,0.0,0.0,0.0,0.0,15.78,0.08812,0.09126,0.0,0.1255,0.06638,0.0,0.156,0.06814,0.0,0.05652,0.04427,0.0,0.0,0.1262,0.0221,0.03295,0.2316,0.0,7.621,0.19034218749999998,0.853948611111111,-0.6392248905133605,MSLN,0.6392248905133605
103504731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4431,0.7457,0.0,0.4032,1.509,1.322,0.0,0.0,0.0,0.0,0.5796,0.0,0.0,0.8033,0.6392,0.0,0.2676,3.952,0.7148,0.0,0.6091,0.4668,0.0,0.0,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5119,0.0,0.2964,0.5457,17.17,0.0,2.662,0.9048,2.845,1.43,0.0,0.741,0.0,2.051,1.479,1.721,5.877,0.0,7.406,31.47,0.9053,9.633,13.86,4.852,13.15,0.0,0.6112,2.023,11.65,3.159,2.164,5.727,2.006,8.575,1.221,7.968,1.982,6.717,1.539,1.657,3.506,1.743,0.4636,1.118,0.0,0.5273,0.4812,0.0,0.6262,1.714,0.6867,0.0,0.0,8.287,0.0,0.3812,2.148,0.0,0.2967,0.4036,0.5153,0.0,0.0,0.7898,0.0,0.0,0.0,1.506,4.969,1.452,2.631,0.0,2.585,0.8201,1.185,17.35,28.62,4.41,2.27,0.547,14.32,0.5442,2.599,9.011,3.664,0.9539,12.38,12.33,2.0851322916666666,3.8046888888888883,-0.6391106632429645,MIR3648-2,0.6391106632429645
