run,family,cluster0_mean,cluster1_mean,fold,cohens_d,mannwhitney_p,significant_0.05
labels_fixed,globin_frac,0.7848365099273505,0.6259657488043839,1.253801044907673,1.5406803527209119,5.928226724282673e-07,True
labels_fixed,ribosomal_frac,0.017112431200618373,0.02848383213932207,0.6007769992786391,-1.1238260696360414,1.0792528478980329e-05,True
labels_fixed,mitochondrial_frac,0.019740463788315215,0.03272142548389606,0.6032886250029217,-1.0279721257189591,6.558308388837736e-05,True
