GeneID,Symbol,Description,GeneType,score,abs_score
4057,LTF,lactotransferrin,protein-coding,3.795091944931719,3.795091944931719
3934,LCN2,lipocalin 2,protein-coding,3.3737983284496997,3.3737983284496997
820,CAMP,cathelicidin antimicrobial peptide,protein-coding,2.9139583290330218,2.9139583290330218
1088,CEACAM8,CEA cell adhesion molecule 8,protein-coding,2.854264745221865,2.854264745221865
1668,DEFA3,defensin alpha 3,protein-coding,2.7561558320935786,2.7561558320935786
10562,OLFM4,olfactomedin 4,protein-coding,2.430852283083261,2.430852283083261
257101,ZNF683,zinc finger protein 683,protein-coding,-2.40829219924198,2.40829219924198
728358,DEFA1B,defensin alpha 1B,protein-coding,2.3929188383082907,2.3929188383082907
1667,DEFA1,defensin alpha 1,protein-coding,2.3587948920379125,2.3587948920379125
671,BPI,bactericidal permeability increasing protein,protein-coding,2.3046176626645116,2.3046176626645116
2352,FOLR3,folate receptor gamma,protein-coding,-2.300604963752306,2.300604963752306
6037,RNASE3,ribonuclease A family member 3,protein-coding,2.208334207265978,2.208334207265978
4317,MMP8,matrix metallopeptidase 8,protein-coding,2.156334288467641,2.156334288467641
1669,DEFA4,defensin alpha 4,protein-coding,2.0791123932378017,2.0791123932378017
3119,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1",protein-coding,-2.0343279559252427,2.0343279559252427
1118,CHIT1,chitinase 1,protein-coding,2.0249873472895543,2.0249873472895543
10321,CRISP3,cysteine rich secretory protein 3,protein-coding,2.013879834887388,2.013879834887388
9636,ISG15,ISG15 ubiquitin like modifier,protein-coding,-1.8845837539232622,1.8845837539232622
160364,CLEC12A,C-type lectin domain family 12 member A,protein-coding,1.875422118962515,1.875422118962515
56729,RETN,resistin,protein-coding,1.8476668977433037,1.8476668977433037
3046,HBE1,hemoglobin subunit epsilon 1,protein-coding,-1.7982601015627901,1.7982601015627901
932,MS4A3,membrane spanning 4-domains A3,protein-coding,1.7566503542049094,1.7566503542049094
3240,HP,haptoglobin,protein-coding,1.7541068426623483,1.7541068426623483
4680,CEACAM6,CEA cell adhesion molecule 6,protein-coding,1.7383251828768544,1.7383251828768544
100133941,CD24,CD24 molecule,protein-coding,1.6801426659163796,1.6801426659163796
566,AZU1,azurocidin 1,protein-coding,1.6712157156880432,1.6712157156880432
29802,VPREB3,V-set pre-B cell surrogate light chain 3,protein-coding,-1.5690847671253663,1.5690847671253663
973,CD79A,CD79a molecule,protein-coding,-1.557692357243271,1.557692357243271
6947,TCN1,transcobalamin 1,protein-coding,1.5390368379935564,1.5390368379935564
