GeneID,Symbol,Description,GeneType,score,abs_score
3429,IFI27,interferon alpha inducible protein 27,protein-coding,3.617522222280227,3.617522222280227
1511,CTSG,cathepsin G,protein-coding,-3.4616757777245057,3.4616757777245057
6285,S100B,S100 calcium binding protein B,protein-coding,-3.3459203118271503,3.3459203118271503
1668,DEFA3,defensin alpha 3,protein-coding,-2.9803085788083896,2.9803085788083896
249,ALPL,"alkaline phosphatase, biomineralization associated",protein-coding,-2.9653433939252825,2.9653433939252825
212,ALAS2,5'-aminolevulinate synthase 2,protein-coding,-2.9390829593349084,2.9390829593349084
4057,LTF,lactotransferrin,protein-coding,-2.9076115648390726,2.9076115648390726
5816,PVALB,parvalbumin,protein-coding,-2.854934896797878,2.854934896797878
3934,LCN2,lipocalin 2,protein-coding,-2.8133402779494787,2.8133402779494787
389860,PAGE2B,PAGE family member 2B,protein-coding,-2.8088752544742213,2.8088752544742213
11135,CDC42EP1,CDC42 effector protein 1,protein-coding,-2.7375196153388006,2.7375196153388006
28959,TMEM176B,transmembrane protein 176B,protein-coding,-2.7356331403251173,2.7356331403251173
55365,TMEM176A,transmembrane protein 176A,protein-coding,-2.671482061672577,2.671482061672577
8991,SELENBP1,selenium binding protein 1,protein-coding,-2.6551023791961237,2.6551023791961237
728358,DEFA1B,defensin alpha 1B,protein-coding,-2.6374580450406455,2.6374580450406455
1667,DEFA1,defensin alpha 1,protein-coding,-2.6027016070893545,2.6027016070893545
6521,SLC4A1,solute carrier family 4 member 1 (Diego blood group),protein-coding,-2.5401703184761497,2.5401703184761497
6271,S100A1,S100 calcium binding protein A1,protein-coding,-2.331589090741231,2.331589090741231
51327,AHSP,alpha hemoglobin stabilizing protein,protein-coding,-2.2978163386874226,2.2978163386874226
91543,RSAD2,radical S-adenosyl methionine domain containing 2,protein-coding,2.273691418643196,2.273691418643196
6283,S100A12,S100 calcium binding protein A12,protein-coding,-2.2712192665683872,2.2712192665683872
1669,DEFA4,defensin alpha 4,protein-coding,-2.269775983124554,2.269775983124554
2352,FOLR3,folate receptor gamma,protein-coding,-2.2440281345131057,2.2440281345131057
3135,HLA-G,"major histocompatibility complex, class I, G",protein-coding,-2.221133365418928,2.221133365418928
90853,SPOCD1,SPOC domain containing 1,protein-coding,-2.2183255227254897,2.2183255227254897
119774,OR52K2,olfactory receptor family 52 subfamily K member 2,protein-coding,2.194820141282519,2.194820141282519
6614,SIGLEC1,sialic acid binding Ig like lectin 1,protein-coding,2.1058049448959175,2.1058049448959175
2038,EPB42,erythrocyte membrane protein band 4.2,protein-coding,-2.0867338796132042,2.0867338796132042
9415,FADS2,fatty acid desaturase 2,protein-coding,-2.071760374680933,2.071760374680933
2766,GMPR,guanosine monophosphate reductase,protein-coding,-2.0676439495031707,2.0676439495031707
56911,MAP3K7CL,MAP3K7 C-terminal like,protein-coding,-2.066718919600826,2.066718919600826
10232,MSLN,mesothelin,protein-coding,-2.06047228943833,2.06047228943833
51629,SLC25A39,solute carrier family 25 member 39,protein-coding,-2.059330564145001,2.059330564145001
10158,PDZK1IP1,PDZK1 interacting protein 1,protein-coding,-2.039559716056009,2.039559716056009
128312,H2BC26,H2B clustered histone 26,protein-coding,2.032955720972037,2.032955720972037
2532,ACKR1,atypical chemokine receptor 1 (Duffy blood group),protein-coding,-2.0325196140893858,2.0325196140893858
1346,COX7A1,cytochrome c oxidase subunit 7A1,protein-coding,2.0233795251757702,2.0233795251757702
10561,IFI44,interferon induced protein 44,protein-coding,2.0197357884728357,2.0197357884728357
4824,NKX3-1,NK3 homeobox 1,protein-coding,-1.9920376977521055,1.9920376977521055
10942,PRSS21,serine protease 21,protein-coding,-1.9695561596338929,1.9695561596338929
3957,LGALS2,galectin 2,protein-coding,-1.9386630501850772,1.9386630501850772
387748,OR56B1,olfactory receptor family 56 subfamily B member 1,protein-coding,1.927156234291119,1.927156234291119
671,BPI,bactericidal permeability increasing protein,protein-coding,-1.9037033622742805,1.9037033622742805
6884,TAF13,TATA-box binding protein associated factor 13,protein-coding,-1.8758278740411038,1.8758278740411038
55437,STRADB,STE20 related adaptor beta,protein-coding,-1.8717336242083695,1.8717336242083695
566,AZU1,azurocidin 1,protein-coding,-1.866601120666644,1.866601120666644
8993,PGLYRP1,peptidoglycan recognition protein 1,protein-coding,-1.8579024241779807,1.8579024241779807
347733,TUBB2B,tubulin beta 2B class IIb,protein-coding,-1.854199972915847,1.854199972915847
388588,SMIM1,small integral membrane protein 1 (Vel blood group),protein-coding,-1.8529567990066482,1.8529567990066482
2944,GSTM1,glutathione S-transferase mu 1,protein-coding,-1.8526261145893659,1.8526261145893659
138307,LCN8,lipocalin 8,protein-coding,-1.847103849866748,1.847103849866748
54866,PPP1R14D,protein phosphatase 1 regulatory inhibitor subunit 14D,protein-coding,1.8183634697780795,1.8183634697780795
653604,H3C13,H3 clustered histone 13,protein-coding,1.818057822426865,1.818057822426865
3812,KIR3DL2,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2",protein-coding,-1.7671662518791291,1.7671662518791291
10964,IFI44L,interferon induced protein 44 like,protein-coding,1.758621827735804,1.758621827735804
3119,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1",protein-coding,-1.7547612811124906,1.7547612811124906
3848,KRT1,keratin 1,protein-coding,-1.7447603002024674,1.7447603002024674
5990,RFX2,regulatory factor X2,protein-coding,-1.7387299009093038,1.7387299009093038
4635,MYL4,myosin light chain 4,protein-coding,-1.7354016676566895,1.7354016676566895
56729,RETN,resistin,protein-coding,-1.71647614745954,1.71647614745954
646019,CBY3,chibby family member 3,protein-coding,1.7152348629571028,1.7152348629571028
340205,TREML1,triggering receptor expressed on myeloid cells like 1,protein-coding,-1.7106068364992773,1.7106068364992773
23762,OSBP2,oxysterol binding protein 2,protein-coding,-1.7078541451266969,1.7078541451266969
129607,CMPK2,cytidine/uridine monophosphate kinase 2,protein-coding,1.6958959368055226,1.6958959368055226
10900,RUNDC3A,RUN domain containing 3A,protein-coding,-1.6935043777204808,1.6935043777204808
3117,HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1",protein-coding,-1.6922808124114406,1.6922808124114406
4940,OAS3,2'-5'-oligoadenylate synthetase 3,protein-coding,1.6804211618718254,1.6804211618718254
6423,SFRP2,secreted frizzled related protein 2,protein-coding,-1.6791757341043745,1.6791757341043745
27239,GPR162,G protein-coupled receptor 162,protein-coding,-1.6601344507157216,1.6601344507157216
653486,SCGB1C2,secretoglobin family 1C member 2,protein-coding,-1.6586159540744851,1.6586159540744851
8970,H2BC11,H2B clustered histone 11,protein-coding,-1.656715271192649,1.656715271192649
19,ABCA1,ATP binding cassette subfamily A member 1,protein-coding,1.6470498143167334,1.6470498143167334
8364,H4C3,H4 clustered histone 3,protein-coding,1.645721124590179,1.645721124590179
3007,H1-3,"H1.3 linker histone, cluster member",protein-coding,1.638687155229428,1.638687155229428
284422,SMIM24,small integral membrane protein 24,protein-coding,-1.6379864810503009,1.6379864810503009
4493,MT1E,metallothionein 1E,protein-coding,-1.6354657501207748,1.6354657501207748
6535,SLC6A8,solute carrier family 6 member 8,protein-coding,-1.6328107255760145,1.6328107255760145
26499,PLEK2,pleckstrin 2,protein-coding,-1.6295644772561848,1.6295644772561848
290,ANPEP,"alanyl aminopeptidase, membrane",protein-coding,-1.6168077647063044,1.6168077647063044
6557,SLC12A1,solute carrier family 12 member 1,protein-coding,1.6034457494753684,1.6034457494753684
23601,CLEC5A,C-type lectin domain containing 5A,protein-coding,-1.5995802036157187,1.5995802036157187
389816,LRRC26,leucine rich repeat containing 26,protein-coding,1.5920743179180659,1.5920743179180659
598,BCL2L1,BCL2 like 1,protein-coding,-1.5915020099139858,1.5915020099139858
5819,NECTIN2,nectin cell adhesion molecule 2,protein-coding,-1.5894684455708756,1.5894684455708756
102723407,LOC102723407,immunoglobulin heavy variable 4-38-2-like,protein-coding,-1.5781465171387288,1.5781465171387288
348110,ARPIN,actin related protein 2/3 complex inhibitor,protein-coding,-1.573480277931006,1.573480277931006
1565,CYP2D6,cytochrome P450 family 2 subfamily D member 6,protein-coding,-1.5573194692945136,1.5573194692945136
722,C4BPA,complement component 4 binding protein alpha,protein-coding,-1.5555588833577594,1.5555588833577594
8531,YBX3,Y-box binding protein 3,protein-coding,-1.5421433015002162,1.5421433015002162
10518,CIB2,calcium and integrin binding family member 2,protein-coding,-1.5413383760585524,1.5413383760585524
3437,IFIT3,interferon induced protein with tetratricopeptide repeats 3,protein-coding,1.5410811245651392,1.5410811245651392
5948,RBP2,retinol binding protein 2,protein-coding,1.5375406123033288,1.5375406123033288
7280,TUBB2A,tubulin beta 2A class IIa,protein-coding,-1.5365788152783453,1.5365788152783453
387778,SPDYC,speedy/RINGO cell cycle regulator family member C,protein-coding,-1.5292354468704712,1.5292354468704712
