GeneID,Symbol,Description,GeneType,score,abs_score
6192,RPS4Y1,ribosomal protein S4 Y-linked 1,protein-coding,-5.100265676196496,5.100265676196496
3046,HBE1,hemoglobin subunit epsilon 1,protein-coding,-4.651257689176107,4.651257689176107
1675,CFD,complement factor D,protein-coding,-3.8655187847288386,3.8655187847288386
3048,HBG2,hemoglobin subunit gamma 2,protein-coding,-3.4578135881453944,3.4578135881453944
3047,HBG1,hemoglobin subunit gamma 1,protein-coding,-3.1983897281000107,3.1983897281000107
100128071,FAM229A,family with sequence similarity 229 member A,protein-coding,-2.8968573773867674,2.8968573773867674
3050,HBZ,hemoglobin subunit zeta,protein-coding,-2.6919065762775958,2.6919065762775958
2205,FCER1A,Fc epsilon receptor Ia,protein-coding,-2.6047873542320374,2.6047873542320374
1668,DEFA3,defensin alpha 3,protein-coding,-2.5055206874475764,2.5055206874475764
6285,S100B,S100 calcium binding protein B,protein-coding,2.3567463836587605,2.3567463836587605
1667,DEFA1,defensin alpha 1,protein-coding,-2.3081170687316117,2.3081170687316117
2352,FOLR3,folate receptor gamma,protein-coding,-2.3051687388706665,2.3051687388706665
1052,CEBPD,CCAAT enhancer binding protein delta,protein-coding,-2.2796886190955297,2.2796886190955297
728358,DEFA1B,defensin alpha 1B,protein-coding,-2.243530172700972,2.243530172700972
54958,TMEM160,transmembrane protein 160,protein-coding,-2.122490753786268,2.122490753786268
11009,IL24,interleukin 24,protein-coding,2.0950614749303846,2.0950614749303846
55365,TMEM176A,transmembrane protein 176A,protein-coding,-2.01858151427113,2.01858151427113
9997,SCO2,synthesis of cytochrome C oxidase 2,protein-coding,-2.001745685551918,2.001745685551918
3248,HPGD,15-hydroxyprostaglandin dehydrogenase,protein-coding,1.978780968707703,1.978780968707703
23708,GSPT2,G1 to S phase transition 2,protein-coding,1.94263919053908,1.94263919053908
2058,EPRS1,glutamyl-prolyl-tRNA synthetase 1,protein-coding,1.936534602805223,1.936534602805223
441150,C6orf226,chromosome 6 open reading frame 226,protein-coding,-1.9023079938859642,1.9023079938859642
440836,ODF3B,outer dense fiber of sperm tails 3B,protein-coding,-1.8849552595235868,1.8849552595235868
28959,TMEM176B,transmembrane protein 176B,protein-coding,-1.8808061607784399,1.8808061607784399
57333,RCN3,reticulocalbin 3,protein-coding,-1.8714651636744855,1.8714651636744855
11007,CCDC85B,coiled-coil domain containing 85B,protein-coding,-1.8696959558864965,1.8696959558864965
654346,LGALS9C,galectin 9C,protein-coding,1.8146377964188851,1.8146377964188851
566,AZU1,azurocidin 1,protein-coding,-1.813977323494713,1.813977323494713
91978,TPGS1,tubulin polyglutamylase complex subunit 1,protein-coding,-1.8129696880341757,1.8129696880341757
4539,ND4L,NADH dehydrogenase subunit 4L,protein-coding,1.8098766908841477,1.8098766908841477
4519,CYTB,cytochrome b,protein-coding,1.7418375189331543,1.7418375189331543
7134,TNNC1,"troponin C1, slow skeletal and cardiac type",protein-coding,1.7413291658302226,1.7413291658302226
80097,MZT2B,mitotic spindle organizing protein 2B,protein-coding,-1.7375554059158473,1.7375554059158473
6590,SLPI,secretory leukocyte peptidase inhibitor,protein-coding,-1.7283630862486852,1.7283630862486852
8970,H2BC11,H2B clustered histone 11,protein-coding,-1.7190361570845532,1.7190361570845532
134285,TMEM171,transmembrane protein 171,protein-coding,1.7016940316490723,1.7016940316490723
10038,PARP2,poly(ADP-ribose) polymerase 2,protein-coding,-1.6975199027617267,1.6975199027617267
4540,ND5,NADH dehydrogenase subunit 5,protein-coding,1.6952014615615476,1.6952014615615476
115106,HAUS1,HAUS augmin like complex subunit 1,protein-coding,1.6812136592963909,1.6812136592963909
4536,ND2,NADH dehydrogenase subunit 2,protein-coding,1.6740728704893197,1.6740728704893197
