GeneID,Symbol,Description,GeneType,score,abs_score
3050,HBZ,hemoglobin subunit zeta,protein-coding,-8.988397457239971,8.988397457239971
6192,RPS4Y1,ribosomal protein S4 Y-linked 1,protein-coding,-5.100265676196496,5.100265676196496
1675,CFD,complement factor D,protein-coding,-4.416955746222761,4.416955746222761
1178,CLC,Charcot-Leyden crystal galectin,protein-coding,-4.371921939798731,4.371921939798731
1667,DEFA1,defensin alpha 1,protein-coding,-4.294369738275503,4.294369738275503
728358,DEFA1B,defensin alpha 1B,protein-coding,-4.2541522721080005,4.2541522721080005
5266,PI3,peptidase inhibitor 3,protein-coding,-4.133230656226604,4.133230656226604
1116,CHI3L1,chitinase 3 like 1,protein-coding,-4.11520712944784,4.11520712944784
1668,DEFA3,defensin alpha 3,protein-coding,-3.885732822373273,3.885732822373273
28959,TMEM176B,transmembrane protein 176B,protein-coding,-3.792693242189583,3.792693242189583
55365,TMEM176A,transmembrane protein 176A,protein-coding,-3.7897041460725016,3.7897041460725016
6231,RPS26,ribosomal protein S26,protein-coding,-3.726267365938672,3.726267365938672
1052,CEBPD,CCAAT enhancer binding protein delta,protein-coding,-3.5732053747284507,3.5732053747284507
976,ADGRE5,adhesion G protein-coupled receptor E5,protein-coding,-3.492045177339594,3.492045177339594
91663,MYADM,myeloid associated differentiation marker,protein-coding,-3.4761674174816064,3.4761674174816064
3577,CXCR1,C-X-C motif chemokine receptor 1,protein-coding,-3.430554989334588,3.430554989334588
1441,CSF3R,colony stimulating factor 3 receptor,protein-coding,-3.3604960666516974,3.3604960666516974
653361,NCF1,neutrophil cytosolic factor 1,protein-coding,-3.3291346027088777,3.3291346027088777
8407,TAGLN2,transgelin 2,protein-coding,-3.3289159965012756,3.3289159965012756
5724,PTAFR,platelet activating factor receptor,protein-coding,-3.3031696825047128,3.3031696825047128
3613,IMPA2,inositol monophosphatase 2,protein-coding,-3.298324300276355,3.298324300276355
977,CD151,CD151 molecule (Raph blood group),protein-coding,-3.282938648646955,3.282938648646955
1843,DUSP1,dual specificity phosphatase 1,protein-coding,-3.275696914167148,3.275696914167148
3046,HBE1,hemoglobin subunit epsilon 1,protein-coding,3.26879736563086,3.26879736563086
92799,SHKBP1,SH3KBP1 binding protein 1,protein-coding,-3.255243638346088,3.255243638346088
79143,MBOAT7,membrane bound O-acyltransferase domain containing 7,protein-coding,-3.23714887753388,3.23714887753388
1593,CYP27A1,cytochrome P450 family 27 subfamily A member 1,protein-coding,-3.222577975196786,3.222577975196786
4542,MYO1F,myosin IF,protein-coding,-3.201008213879912,3.201008213879912
3934,LCN2,lipocalin 2,protein-coding,-3.1938669103473263,3.1938669103473263
3118,HLA-DQA2,"major histocompatibility complex, class II, DQ alpha 2",protein-coding,-3.1871880249976114,3.1871880249976114
64386,MMP25,matrix metallopeptidase 25,protein-coding,-3.187132901632879,3.187132901632879
3579,CXCR2,C-X-C motif chemokine receptor 2,protein-coding,-3.1851278515506083,3.1851278515506083
2352,FOLR3,folate receptor gamma,protein-coding,-3.172183921858003,3.172183921858003
7132,TNFRSF1A,TNF receptor superfamily member 1A,protein-coding,-3.1641704281710146,3.1641704281710146
89849,ATG16L2,autophagy related 16 like 2,protein-coding,-3.1588644854295564,3.1588644854295564
115727,RASGRP4,RAS guanyl releasing protein 4,protein-coding,-3.138078743062075,3.138078743062075
728,C5AR1,complement C5a receptor 1,protein-coding,-3.1136089856005182,3.1136089856005182
6036,RNASE2,ribonuclease A family member 2,protein-coding,-3.1074494091528755,3.1074494091528755
9260,PDLIM7,PDZ and LIM domain 7,protein-coding,-3.0982790840637184,3.0982790840637184
6688,SPI1,Spi-1 proto-oncogene,protein-coding,-3.09301237273154,3.09301237273154
6590,SLPI,secretory leukocyte peptidase inhibitor,protein-coding,-3.088226054525717,3.088226054525717
116985,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",protein-coding,-3.084487486176645,3.084487486176645
146722,CD300LF,CD300 molecule like family member f,protein-coding,-3.0838287346936553,3.0838287346936553
2357,FPR1,formyl peptide receptor 1,protein-coding,-3.082514715697825,3.082514715697825
3687,ITGAX,integrin subunit alpha X,protein-coding,-3.0668202905733755,3.0668202905733755
64744,SMAP2,small ArfGAP2,protein-coding,-3.063052579699254,3.063052579699254
5265,SERPINA1,serpin family A member 1,protein-coding,-3.0613124856934926,3.0613124856934926
177,AGER,advanced glycosylation end-product specific receptor,protein-coding,-3.05580787215965,3.05580787215965
7045,TGFBI,transforming growth factor beta induced,protein-coding,-3.045460448682979,3.045460448682979
1471,CST3,cystatin C,protein-coding,-3.044807812304623,3.044807812304623
1436,CSF1R,colony stimulating factor 1 receptor,protein-coding,-3.044708158509555,3.044708158509555
23214,XPO6,exportin 6,protein-coding,-3.044634043420242,3.044634043420242
5730,PTGDS,prostaglandin D2 synthase,protein-coding,-3.040264270091702,3.040264270091702
7454,WAS,WASP actin nucleation promoting factor,protein-coding,-3.0322440135134356,3.0322440135134356
27128,CYTH4,cytohesin 4,protein-coding,-3.02908790196831,3.02908790196831
728392,LOC728392,uncharacterized LOC728392,protein-coding,-3.024313370143828,3.024313370143828
1912,PHC2,polyhomeotic homolog 2,protein-coding,-3.022088163306075,3.022088163306075
6282,S100A11,S100 calcium binding protein A11,protein-coding,-3.0197106790022907,3.0197106790022907
9473,THEMIS2,thymocyte selection associated family member 2,protein-coding,-3.017877912948202,3.017877912948202
79168,LILRA6,leukocyte immunoglobulin like receptor A6,protein-coding,-3.014793507265671,3.014793507265671
7462,LAT2,linker for activation of T cells family member 2,protein-coding,-3.011679378349236,3.011679378349236
7791,ZYX,zyxin,protein-coding,-3.009780567652896,3.009780567652896
929,CD14,CD14 molecule,protein-coding,-3.0069710368725953,3.0069710368725953
11240,PADI2,peptidyl arginine deiminase 2,protein-coding,-2.9995560865989015,2.9995560865989015
29992,PILRA,paired immunoglobin like type 2 receptor alpha,protein-coding,-2.9994374228737226,2.9994374228737226
64174,DPEP2,dipeptidase 2,protein-coding,-2.9990669936810246,2.9990669936810246
