GeneID,Symbol,Description,GeneType,score,abs_score
3119,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1",protein-coding,-3.2545487462088256,3.2545487462088256
3050,HBZ,hemoglobin subunit zeta,protein-coding,2.96350723841591,2.96350723841591
1439,CSF2RB,colony stimulating factor 2 receptor subunit beta,protein-coding,-2.845770969836868,2.845770969836868
1843,DUSP1,dual specificity phosphatase 1,protein-coding,-2.484257435897319,2.484257435897319
1052,CEBPD,CCAAT enhancer binding protein delta,protein-coding,-2.484028100666859,2.484028100666859
51327,AHSP,alpha hemoglobin stabilizing protein,protein-coding,2.464358743521497,2.464358743521497
8334,H2AC6,H2A clustered histone 6,protein-coding,-2.3784256066507523,2.3784256066507523
8115,TCL1A,TCL1 family AKT coactivator A,protein-coding,-2.31846669380003,2.31846669380003
5788,PTPRC,protein tyrosine phosphatase receptor type C,protein-coding,-2.2373494714673585,2.2373494714673585
3117,HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1",protein-coding,-2.2252822297740695,2.2252822297740695
2180,ACSL1,acyl-CoA synthetase long chain family member 1,protein-coding,-2.2180656626535744,2.2180656626535744
728358,DEFA1B,defensin alpha 1B,protein-coding,2.205197052851274,2.205197052851274
669,BPGM,bisphosphoglycerate mutase,protein-coding,2.1865233699459887,2.1865233699459887
284996,RNF149,ring finger protein 149,protein-coding,-2.176740336139506,2.176740336139506
1667,DEFA1,defensin alpha 1,protein-coding,2.174939079360904,2.174939079360904
140807,KRT72,keratin 72,protein-coding,-2.161687965888365,2.161687965888365
212,ALAS2,5'-aminolevulinate synthase 2,protein-coding,2.1577444137253483,2.1577444137253483
2358,FPR2,formyl peptide receptor 2,protein-coding,-2.1532582913650034,2.1532582913650034
3957,LGALS2,galectin 2,protein-coding,-2.1522434039213745,2.1522434039213745
1675,CFD,complement factor D,protein-coding,-2.1508895205407335,2.1508895205407335
1668,DEFA3,defensin alpha 3,protein-coding,2.135310983313979,2.135310983313979
60675,PROK2,prokineticin 2,protein-coding,-2.1340134086951306,2.1340134086951306
3579,CXCR2,C-X-C motif chemokine receptor 2,protein-coding,-2.099749489993026,2.099749489993026
283897,C16orf54,chromosome 16 open reading frame 54,protein-coding,-2.0830821222700884,2.0830821222700884
1027,CDKN1B,cyclin dependent kinase inhibitor 1B,protein-coding,-2.0774521290754047,2.0774521290754047
2352,FOLR3,folate receptor gamma,protein-coding,-2.0654672311913242,2.0654672311913242
2353,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",protein-coding,-2.062424294280555,2.062424294280555
64581,CLEC7A,C-type lectin domain containing 7A,protein-coding,-2.061057727842978,2.061057727842978
1655,DDX5,DEAD-box helicase 5,protein-coding,-2.013156949897651,2.013156949897651
8991,SELENBP1,selenium binding protein 1,protein-coding,2.012282523387457,2.012282523387457
6386,SDCBP,syndecan binding protein,protein-coding,-2.0002458371039245,2.0002458371039245
8650,NUMB,NUMB endocytic adaptor protein,protein-coding,-1.9947846319303486,1.9947846319303486
3437,IFIT3,interferon induced protein with tetratricopeptide repeats 3,protein-coding,-1.991626818974995,1.991626818974995
5934,RBL2,RB transcriptional corepressor like 2,protein-coding,-1.986668299997753,1.986668299997753
117289,TAGAP,T cell activation RhoGTPase activating protein,protein-coding,-1.9836644672100336,1.9836644672100336
10365,KLF2,KLF transcription factor 2,protein-coding,-1.9752667570222338,1.9752667570222338
81704,DOCK8,dedicator of cytokinesis 8,protein-coding,-1.9736668175457284,1.9736668175457284
4792,NFKBIA,NFKB inhibitor alpha,protein-coding,-1.9708507254594472,1.9708507254594472
10417,SPON2,spondin 2,protein-coding,-1.9657331266624882,1.9657331266624882
10346,TRIM22,tripartite motif containing 22,protein-coding,-1.9609443243185778,1.9609443243185778
9766,SUSD6,sushi domain containing 6,protein-coding,-1.9604664983869102,1.9604664983869102
5909,RAP1GAP,RAP1 GTPase activating protein,protein-coding,1.9595595684199107,1.9595595684199107
694,BTG1,BTG anti-proliferation factor 1,protein-coding,-1.958527292664442,1.958527292664442
10038,PARP2,poly(ADP-ribose) polymerase 2,protein-coding,-1.9573810582081868,1.9573810582081868
10578,GNLY,granulysin,protein-coding,-1.9573224445219213,1.9573224445219213
4051,CYP4F3,cytochrome P450 family 4 subfamily F member 3,protein-coding,-1.956243356632707,1.956243356632707
54918,CMTM6,CKLF like MARVEL transmembrane domain containing 6,protein-coding,-1.9537032490982222,1.9537032490982222
925,CD8A,CD8a molecule,protein-coding,-1.9468925878114274,1.9468925878114274
29125,C11orf21,chromosome 11 open reading frame 21,protein-coding,-1.9451256195732052,1.9451256195732052
4084,MXD1,MAX dimerization protein 1,protein-coding,-1.9429700162765913,1.9429700162765913
841,CASP8,caspase 8,protein-coding,-1.942709191824064,1.942709191824064
1831,TSC22D3,TSC22 domain family member 3,protein-coding,-1.9330175026861476,1.9330175026861476
115362,GBP5,guanylate binding protein 5,protein-coding,-1.928261230059927,1.928261230059927
57580,PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1",protein-coding,-1.9278418117010045,1.9278418117010045
3187,HNRNPH1,heterogeneous nuclear ribonucleoprotein H1,protein-coding,-1.9263579787444158,1.9263579787444158
10135,NAMPT,nicotinamide phosphoribosyltransferase,protein-coding,-1.9205008930969656,1.9205008930969656
22904,SBNO2,strawberry notch homolog 2,protein-coding,-1.907450104421379,1.907450104421379
339287,MSL1,MSL complex subunit 1,protein-coding,-1.9046749942755494,1.9046749942755494
1232,CCR3,C-C motif chemokine receptor 3,protein-coding,-1.8945688649666517,1.8945688649666517
439996,IFIT1B,interferon induced protein with tetratricopeptide repeats 1B,protein-coding,1.8932051190687595,1.8932051190687595
60481,ELOVL5,ELOVL fatty acid elongase 5,protein-coding,-1.8894937292358756,1.8894937292358756
3398,ID2,inhibitor of DNA binding 2,protein-coding,-1.8808473996698047,1.8808473996698047
6402,SELL,selectin L,protein-coding,-1.877079188698189,1.877079188698189
27430,MAT2B,methionine adenosyltransferase 2B,protein-coding,-1.876299890364656,1.876299890364656
22838,RNF44,ring finger protein 44,protein-coding,-1.87165722153055,1.87165722153055
29982,NRBF2,nuclear receptor binding factor 2,protein-coding,-1.8640294147219647,1.8640294147219647
6891,TAP2,"transporter 2, ATP binding cassette subfamily B member",protein-coding,-1.8425439787947075,1.8425439787947075
10097,ACTR2,actin related protein 2,protein-coding,-1.841776510289177,1.841776510289177
57222,ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1,protein-coding,-1.835070368942064,1.835070368942064
10957,PNRC1,proline rich nuclear receptor coactivator 1,protein-coding,-1.8341346675024455,1.8341346675024455
