GeneID,Symbol,Description,GeneType,score,abs_score
414062,CCL3L3,C-C motif chemokine ligand 3 like 3,protein-coding,-4.127483706188304,4.127483706188304
10398,MYL9,myosin light chain 9,protein-coding,-3.274906014949851,3.274906014949851
5816,PVALB,parvalbumin,protein-coding,-2.854934896797878,2.854934896797878
8653,DDX3Y,DEAD-box helicase 3 Y-linked,protein-coding,2.813399561466403,2.813399561466403
160364,CLEC12A,C-type lectin domain family 12 member A,protein-coding,2.6604242099770223,2.6604242099770223
9086,EIF1AY,eukaryotic translation initiation factor 1A Y-linked,protein-coding,2.609037264431378,2.609037264431378
79849,NHERF4,NHERF family PDZ scaffold protein 4,protein-coding,2.416096497501832,2.416096497501832
9415,FADS2,fatty acid desaturase 2,protein-coding,-2.4004551517459394,2.4004551517459394
8876,VNN1,vanin 1,protein-coding,2.387103956831252,2.387103956831252
3674,ITGA2B,integrin subunit alpha 2b,protein-coding,-2.368892769407082,2.368892769407082
84873,ADGRG7,adhesion G protein-coupled receptor G7,protein-coding,2.344341983582981,2.344341983582981
102723407,LOC102723407,immunoglobulin heavy variable 4-38-2-like,protein-coding,-2.295327534716388,2.295327534716388
387837,CLEC12B,C-type lectin domain family 12 member B,protein-coding,2.2667619998738306,2.2667619998738306
8360,H4C4,H4 clustered histone 4,protein-coding,-2.257946446768651,2.257946446768651
932,MS4A3,membrane spanning 4-domains A3,protein-coding,2.2203350619578788,2.2203350619578788
91947,ARRDC4,arrestin domain containing 4,protein-coding,2.219545714757612,2.219545714757612
89872,AQP10,aquaporin 10,protein-coding,-2.207867022201706,2.207867022201706
57396,CLK4,CDC like kinase 4,protein-coding,2.204897021686871,2.204897021686871
79154,DHRS11,dehydrogenase/reductase 11,protein-coding,-2.202450695629496,2.202450695629496
150165,XKR3,XK related 3,protein-coding,2.1767192845841676,2.1767192845841676
221687,RNF182,ring finger protein 182,protein-coding,2.1753101285088396,2.1753101285088396
203228,C9orf72,C9orf72-SMCR8 complex subunit,protein-coding,2.1700272896935426,2.1700272896935426
10232,MSLN,mesothelin,protein-coding,-2.163676381476268,2.163676381476268
51348,KLRF1,killer cell lectin like receptor F1,protein-coding,2.1497470724743253,2.1497470724743253
2332,FMR1,fragile X messenger ribonucleoprotein 1,protein-coding,2.123891170937032,2.123891170937032
