GeneID,Symbol,Description,GeneType,score,abs_score
29802,VPREB3,V-set pre-B cell surrogate light chain 3,protein-coding,-5.862224572287911,5.862224572287911
933,CD22,CD22 molecule,protein-coding,-5.732064621351059,5.732064621351059
930,CD19,CD19 molecule,protein-coding,-5.39136751127031,5.39136751127031
931,MS4A1,membrane spanning 4-domains A1,protein-coding,-4.888323051672353,4.888323051672353
973,CD79A,CD79a molecule,protein-coding,-4.15738270370254,4.15738270370254
84824,FCRLA,Fc receptor like A,protein-coding,-3.8222675760848177,3.8222675760848177
102723407,LOC102723407,immunoglobulin heavy variable 4-38-2-like,protein-coding,-3.6776996798534247,3.6776996798534247
414332,LCN10,lipocalin 10,protein-coding,-3.4873395214951395,3.4873395214951395
6285,S100B,S100 calcium binding protein B,protein-coding,-3.3459203118271503,3.3459203118271503
115650,TNFRSF13C,TNF receptor superfamily member 13C,protein-coding,-3.3096479031485613,3.3096479031485613
2208,FCER2,Fc epsilon receptor II,protein-coding,-3.2487380742315097,3.2487380742315097
8345,H2BC9,H2B clustered histone 9,protein-coding,-3.1374308627486163,3.1374308627486163
83416,FCRL5,Fc receptor like 5,protein-coding,-3.090902327378434,3.090902327378434
974,CD79B,CD79b molecule,protein-coding,-2.9287611704818732,2.9287611704818732
640,BLK,"BLK proto-oncogene, Src family tyrosine kinase",protein-coding,-2.9094907058308586,2.9094907058308586
79368,FCRL2,Fc receptor like 2,protein-coding,-2.892226080978811,2.892226080978811
120071,LARGE2,LARGE xylosyl- and glucuronyltransferase 2,protein-coding,-2.8216771175960425,2.8216771175960425
8115,TCL1A,TCL1 family AKT coactivator A,protein-coding,-2.7426798970507433,2.7426798970507433
5819,NECTIN2,nectin cell adhesion molecule 2,protein-coding,-2.6913157998465915,2.6913157998465915
5026,P2RX5,purinergic receptor P2X 5,protein-coding,-2.6584796539181164,2.6584796539181164
199786,NIBAN3,niban apoptosis regulator 3,protein-coding,-2.656679677023571,2.656679677023571
91978,TPGS1,tubulin polyglutamylase complex subunit 1,protein-coding,-2.6250646797279584,2.6250646797279584
55024,BANK1,B cell scaffold protein with ankyrin repeats 1,protein-coding,-2.597287650636259,2.597287650636259
92840,REEP6,receptor accessory protein 6,protein-coding,-2.5213338514190435,2.5213338514190435
8367,H4C5,H4 clustered histone 5,protein-coding,-2.4976135040740495,2.4976135040740495
10232,MSLN,mesothelin,protein-coding,-2.493069239865799,2.493069239865799
2848,GPR25,G protein-coupled receptor 25,protein-coding,-2.444338054913621,2.444338054913621
5079,PAX5,paired box 5,protein-coding,-2.390088631276644,2.390088631276644
115350,FCRL1,Fc receptor like 1,protein-coding,-2.343214345552552,2.343214345552552
3135,HLA-G,"major histocompatibility complex, class I, G",protein-coding,2.3028200386026767,2.3028200386026767
1675,CFD,complement factor D,protein-coding,-2.2698656396041055,2.2698656396041055
29080,CCDC59,coiled-coil domain containing 59,protein-coding,-2.239895590600335,2.239895590600335
219348,PLAC9,placenta associated 9,protein-coding,-2.2381997648096035,2.2381997648096035
971,CD72,CD72 molecule,protein-coding,-2.223993046270098,2.223993046270098
29944,PNMA3,PNMA family member 3,protein-coding,-2.1873698614342896,2.1873698614342896
